Author_Id,Affiliation,Latitude,Longitude,Year,Author Name,Attended_date
101,The Hospital for Sick Children,38.9414958,-76.9812085,2013,Alistair Johnson,2015
102,The Hospital for Sick Children,38.9414958,-76.9812085,2007,Alistair Johnson,2015
103,The Hospital for Sick Children,38.9414958,-76.9812085,1997,Alistair Johnson,2015
104,The Hospital for Sick Children,38.9414958,-76.9812085,1989,Alistair Johnson,2015
105,The Hospital for Sick Children,38.9414958,-76.9812085,,Alistair Johnson,2015
106,The Hospital for Sick Children,38.9414958,-76.9812085,2023,Alistair Johnson,2015
107,The Hospital for Sick Children,38.9414958,-76.9812085,2023,Alistair Johnson,2015
108,The Hospital for Sick Children,38.9414958,-76.9812085,2023,Alistair Johnson,2015
109,The Hospital for Sick Children,38.9414958,-76.9812085,2023,Alistair Johnson,2015
110,The Hospital for Sick Children,38.9414958,-76.9812085,2023,Alistair Johnson,2015
111,The Hospital for Sick Children,38.9414958,-76.9812085,2023,Alistair Johnson,2015
112,The Hospital for Sick Children,38.9414958,-76.9812085,2023,Alistair Johnson,2015
113,The Hospital for Sick Children,38.9414958,-76.9812085,2023,Alistair Johnson,2015
114,The Hospital for Sick Children,38.9414958,-76.9812085,2022,Alistair Johnson,2015
115,The Hospital for Sick Children,38.9414958,-76.9812085,2022,Alistair Johnson,2015
116,The Hospital for Sick Children,38.9414958,-76.9812085,2022,Alistair Johnson,2015
117,The Hospital for Sick Children,38.9414958,-76.9812085,2021,Alistair Johnson,2015
118,The Hospital for Sick Children,38.9414958,-76.9812085,2021,Alistair Johnson,2015
119,The Hospital for Sick Children,38.9414958,-76.9812085,2021,Alistair Johnson,2015
120,The Hospital for Sick Children,38.9414958,-76.9812085,2021,Alistair Johnson,2015
121,The Hospital for Sick Children,38.9414958,-76.9812085,2021,Alistair Johnson,2015
122,The Hospital for Sick Children,38.9414958,-76.9812085,2020,Alistair Johnson,2015
123,The Hospital for Sick Children,38.9414958,-76.9812085,2020,Alistair Johnson,2015
124,The Hospital for Sick Children,38.9414958,-76.9812085,2019,Alistair Johnson,2015
125,The Hospital for Sick Children,38.9414958,-76.9812085,2019,Alistair Johnson,2015
126,The Hospital for Sick Children,38.9414958,-76.9812085,2019,Alistair Johnson,2015
127,The Hospital for Sick Children,38.9414958,-76.9812085,2018,Alistair Johnson,2015
128,The Hospital for Sick Children,38.9414958,-76.9812085,2018,Alistair Johnson,2015
129,The Hospital for Sick Children,38.9414958,-76.9812085,2017,Alistair Johnson,2015
130,The Hospital for Sick Children,38.9414958,-76.9812085,2016,Alistair Johnson,2015
131,The Hospital for Sick Children,38.9414958,-76.9812085,2016,Alistair Johnson,2015
132,The Hospital for Sick Children,38.9414958,-76.9812085,2016,Alistair Johnson,2015
133,The Hospital for Sick Children,38.9414958,-76.9812085,2016,Alistair Johnson,2015
134,The Hospital for Sick Children,38.9414958,-76.9812085,2012,Alistair Johnson,2015
135,The Hospital for Sick Children,38.9414958,-76.9812085,2012,Alistair Johnson,2015
136,The Hospital for Sick Children,38.9414958,-76.9812085,2010,Alistair Johnson,2015
137,The Hospital for Sick Children,38.9414958,-76.9812085,2010,Alistair Johnson,2015
138,The Hospital for Sick Children,38.9414958,-76.9812085,2009,Alistair Johnson,2015
139,The Hospital for Sick Children,38.9414958,-76.9812085,2008,Alistair Johnson,2015
140,The Hospital for Sick Children,38.9414958,-76.9812085,2008,Alistair Johnson,2015
141,The Hospital for Sick Children,38.9414958,-76.9812085,2008,Alistair Johnson,2015
142,The Hospital for Sick Children,38.9414958,-76.9812085,2007,Alistair Johnson,2015
143,The Hospital for Sick Children,38.9414958,-76.9812085,2007,Alistair Johnson,2015
144,The Hospital for Sick Children,38.9414958,-76.9812085,2007,Alistair Johnson,2015
145,The Hospital for Sick Children,38.9414958,-76.9812085,1998,Alistair Johnson,2015
146,The Hospital for Sick Children,38.9414958,-76.9812085,1990,Alistair Johnson,2015
147,The Hospital for Sick Children,38.9414958,-76.9812085,1954,Alistair Johnson,2015
